Vendedor,Referencia,Fecha Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta
,3138,2007-02-14,Local,Alquiler,Tarragona,119,1108604,
,3139,2007-02-15,Oficina,Alquiler,Tarragona,248,2357240,
,3140,2007-02-15,Industrial,Alquiler,Girona,138,1248072,
,3141,2007-02-16,Industrial,Alquiler,Girona,298,1708434,
,3142,2007-02-16,Industrial,Alquiler,Lleida,107,802393,
,3143,2007-02-17,Piso,Venta,Girona,241,979183,
,3144,2007-02-17,Industrial,Alquiler,Girona,288,1978848,
,3145,2007-02-17,Oficina,Venta,Girona,234,1789866,
,3146,2007-02-18,Oficina,Alquiler,Girona,174,1568610,
,3147,2007-02-18,Industrial,Venta,Girona,177,1325730,
,3148,2007-02-18,Industrial,Venta,Tarragona,210,1855770,
,3150,2007-02-19,Casa,Venta,Tarragona,198,1158894,
,3153,2007-02-19,Casa,Venta,Girona,115,1040635,
,3154,2007-02-20,Casa,Venta,Barcelona,281,1527516,
,3156,2007-02-21,Piso,Venta,Lleida,167,858714,
,3158,2007-02-22,Local,Venta,Barcelona,267,1127274,
,3160,2007-02-22,Industrial,Venta,Lleida,238,992698,
,3161,2007-02-23,Parking,Venta,Lleida,116,648092,
,3162,2007-02-23,Industrial,Venta,Barcelona,261,2186658,
,3163,2007-02-23,Local,Alquiler,Girona,234,973206,
,3164,2007-02-23,Suelo,Venta,Tarragona,256,1175040,
,3165,2007-02-24,Local,Venta,Lleida,182,1433796,
,3168,2007-02-25,Parking,Venta,Lleida,291,1374975,
,3169,2007-02-26,Industrial,Alquiler,Lleida,291,2066100,
,3170,2007-02-26,Suelo,Venta,Lleida,168,1576848,
,3172,2007-02-26,Casa,Venta,Girona,163,1478573,
,3173,2007-02-27,Suelo,Venta,Barcelona,279,1395837,
,3175,2007-02-27,Local,Alquiler,Tarragona,198,1780812,
,3177,2007-02-28,Piso,Venta,Girona,128,801408,
,3178,2007-02-28,Casa,Alquiler,Tarragona,113,1028074,
,3179,2007-03-01,Parking,Alquiler,Tarragona,183,904935,
,3180,2007-03-01,Piso,Venta,Girona,174,1615068,
,3181,2007-03-03,Piso,Alquiler,Girona,127,957453,
,3182,2007-03-03,Casa,Alquiler,Lleida,182,1587768,
,3184,2007-03-03,Piso,Alquiler,Barcelona,266,2233602,
,3185,2007-03-03,Industrial,Venta,Barcelona,251,1913624,
,3186,2007-03-04,Industrial,Venta,Lleida,221,1583686,
,3187,2007-03-04,Piso,Alquiler,Girona,161,1420020,
,3189,2007-03-04,Industrial,Alquiler,Tarragona,127,732028,
,3190,2007-03-05,Parking,Venta,Barcelona,213,1324008,
,3191,2007-03-05,Local,Alquiler,Tarragona,230,1057310,
,3192,2007-03-05,Piso,Venta,Barcelona,280,2439640,
,3193,2007-03-07,Industrial,Venta,Girona,282,2019120,
,3195,2007-03-07,Suelo,Venta,Lleida,185,1109075,
,3196,2007-03-07,Casa,Alquiler,Girona,221,2075632,
,3197,2007-03-07,Parking,Alquiler,Lleida,292,2262708,
,3198,2007-03-08,Piso,Alquiler,Girona,212,1684340,
,3199,2007-03-08,Oficina,Alquiler,Tarragona,270,1859220,
,3202,2007-03-09,Oficina,Venta,Barcelona,298,1360966,
,3203,2007-03-09,Suelo,Alquiler,Tarragona,183,1694763,
,3205,2007-03-10,Suelo,Venta,Girona,121,870837,
,3206,2007-03-11,Parking,Alquiler,Lleida,285,1622790,
,3207,2007-03-11,Oficina,Alquiler,Lleida,238,1195474,
,3208,2007-03-11,Parking,Venta,Tarragona,123,1083261,
,3209,2007-03-12,Suelo,Alquiler,Lleida,137,918722,
,3210,2007-03-12,Local,Venta,Tarragona,136,997968,
,3214,2007-03-14,Suelo,Venta,Tarragona,188,1607588,
,3215,2007-03-14,Industrial,Venta,Tarragona,104,522912,
,3217,2007-03-14,Industrial,Venta,Girona,161,1020257,
,3220,2007-03-15,Oficina,Venta,Lleida,118,905532,
,3221,2007-03-16,Local,Alquiler,Lleida,140,1134840,
,3222,2007-03-16,Parking,Venta,Girona,138,1034034,
,3223,2007-03-16,Industrial,Alquiler,Lleida,140,949060,
,3224,2007-03-16,Industrial,Venta,Lleida,192,1242624,
,3225,2007-03-16,Casa,Venta,Tarragona,173,1456487,
,3226,2007-03-16,Local,Venta,Tarragona,145,1128390,
,3227,2007-03-17,Suelo,Venta,Tarragona,162,720576,
,3229,2007-03-17,Local,Alquiler,Tarragona,201,1194342,
,3231,2007-03-18,Oficina,Alquiler,Barcelona,106,520672,
,3233,2007-03-19,Oficina,Venta,Barcelona,110,713680,
,3236,2007-03-20,Casa,Alquiler,Girona,292,2765240,
,3237,2007-03-20,Oficina,Venta,Lleida,102,470118,
,3238,2007-03-20,Casa,Alquiler,Lleida,126,726264,
,3239,2007-03-20,Local,Venta,Barcelona,159,1056714,
,3240,2007-03-21,Oficina,Alquiler,Tarragona,153,774792,
,3243,2007-03-22,Suelo,Venta,Girona,135,1096470,
,3244,2007-03-22,Piso,Alquiler,Lleida,239,1364690,
,3245,2007-03-22,Industrial,Alquiler,Barcelona,283,1800729,
,3246,2007-03-23,Parking,Venta,Barcelona,144,1035648,
,3248,2007-03-23,Piso,Venta,Barcelona,135,1298025,
,3250,2007-03-23,Suelo,Alquiler,Tarragona,213,1202811,
,3252,2007-03-24,Local,Alquiler,Lleida,245,1966615,
,3253,2007-03-24,Casa,Venta,Girona,172,1389072,
,3255,2007-03-26,Oficina,Venta,Girona,221,1194726,
,3256,2007-03-26,Piso,Alquiler,Girona,266,2010960,
,3257,2007-03-26,Suelo,Alquiler,Girona,128,912256,
,3258,2007-03-27,Local,Venta,Barcelona,182,777868,
,3259,2007-03-27,Industrial,Alquiler,Lleida,118,1114746,
,3260,2007-03-27,Casa,Alquiler,Lleida,132,1028676,
,3261,2007-03-27,Industrial,Venta,Lleida,269,1674794,
,3262,2007-03-28,Casa,Alquiler,Tarragona,243,1608903,
,3263,2007-03-29,Casa,Alquiler,Barcelona,197,1630569,
,3264,2007-03-29,Local,Alquiler,Tarragona,291,1475952,
,3266,2007-03-30,Casa,Alquiler,Tarragona,209,1925935,
,3267,2007-03-31,Casa,Venta,Barcelona,199,1682346,
,3268,2007-04-01,Industrial,Alquiler,Barcelona,300,2908500,
,3269,2007-04-01,Suelo,Alquiler,Tarragona,170,1178610,
,3271,2007-04-02,Parking,Venta,Tarragona,119,1056839,
,3272,2007-04-02,Oficina,Alquiler,Tarragona,218,1656364,
,3273,2007-04-02,Local,Alquiler,Girona,112,739872,
,3274,2007-04-02,Local,Venta,Lleida,117,898209,
,3277,2007-04-04,Parking,Venta,Lleida,197,1802156,
,3278,2007-04-05,Oficina,Alquiler,Barcelona,146,725474,
,3279,2007-04-05,Oficina,Venta,Lleida,116,845640,
,3280,2007-04-06,Industrial,Venta,Tarragona,163,761536,
,3281,2007-04-06,Casa,Alquiler,Girona,276,2336340,
,3282,2007-04-06,Parking,Alquiler,Barcelona,220,1296900,
,3283,2007-04-07,Oficina,Venta,Girona,279,2384334,
,3284,2007-04-07,Local,Venta,Lleida,162,1517292,
,3285,2007-04-07,Suelo,Alquiler,Tarragona,119,631057,
,3286,2007-04-07,Suelo,Alquiler,Barcelona,257,2490587,
,3288,2007-04-09,Local,Alquiler,Barcelona,293,2065357,
,3289,2007-04-09,Parking,Venta,Lleida,296,2914416,
,3290,2007-04-09,Industrial,Alquiler,Lleida,248,1147000,
,3291,2007-04-10,Piso,Venta,Lleida,158,1567834,
,3292,2007-04-10,Oficina,Alquiler,Tarragona,100,787400,
,3293,2007-04-10,Local,Alquiler,Girona,151,1028159,
,3294,2007-04-10,Piso,Alquiler,Girona,128,818176,
,3295,2007-04-11,Parking,Venta,Girona,123,1088181,
,3297,2007-04-11,Casa,Alquiler,Lleida,273,1497132,
,3298,2007-04-12,Suelo,Venta,Tarragona,282,2689434,
,3299,2007-04-12,Parking,Alquiler,Girona,131,1224850,
,3300,2007-04-12,Local,Alquiler,Girona,156,881868,
,3302,2007-04-12,Industrial,Alquiler,Tarragona,225,2179125,
,3303,2007-04-12,Local,Alquiler,Barcelona,229,916229,
,3304,2007-04-12,Piso,Venta,Girona,128,1270400,
,3305,2007-04-13,Industrial,Venta,Tarragona,244,1026508,
,3306,2007-04-14,Local,Venta,Lleida,200,1760000,
,3307,2007-04-14,Parking,Venta,Girona,221,1533077,
,3308,2007-04-16,Local,Venta,Tarragona,286,1180036,
,3309,2007-04-16,Piso,Venta,Tarragona,140,760620,
,3310,2007-04-16,Parking,Alquiler,Tarragona,197,825430,
,3311,2007-04-17,Suelo,Alquiler,Tarragona,143,830830,
,3312,2007-04-17,Industrial,Alquiler,Tarragona,277,2129576,
,3313,2007-04-18,Parking,Alquiler,Tarragona,187,1297780,
,3314,2007-04-18,Casa,Venta,Barcelona,284,1808512,
,3315,2007-04-18,Industrial,Venta,Tarragona,179,1386892,
,3316,2007-04-19,Oficina,Alquiler,Barcelona,146,1063902,
,3317,2007-04-20,Casa,Venta,Girona,247,1804088,
,3319,2007-04-21,Industrial,Venta,Tarragona,114,540018,
,3323,2007-04-23,Piso,Venta,Barcelona,283,2686236,
,3324,2007-04-24,Oficina,Venta,Barcelona,136,807432,
,3326,2007-04-25,Industrial,Alquiler,Barcelona,296,2078216,
,3327,2007-04-25,Suelo,Alquiler,Barcelona,161,999005,
,3329,2007-04-26,Piso,Venta,Barcelona,264,2517504,
,3331,2007-04-27,Local,Venta,Girona,110,845790,
,3332,2007-04-29,Oficina,Venta,Lleida,190,1031320,
,3333,2007-04-29,Industrial,Alquiler,Lleida,221,1450644,
,3337,2007-04-30,Parking,Venta,Lleida,254,2140712,
